Sample	Species	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
EC3899	Escherichia coli		NODE_4_length_401404_cov_26.367357	118472	118735	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			EXACTX	88	88	100.0	100.0	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
EC3899	Escherichia coli		NODE_5_length_340086_cov_33.895902	5657	8758	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.61	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
EC3899	Escherichia coli		NODE_8_length_226811_cov_35.177525	172612	173742	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	99.73	377	WP_063610930.1	class C extended-spectrum beta-lactamase EC-15		
EC3899	Escherichia coli		NODE_8_length_226811_cov_35.177525	172612	173742	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	99.73	377	WP_063860228.1	class C extended-spectrum beta-lactamase EC-13		
EC3899	Escherichia coli		NODE_8_length_226811_cov_35.177525	172612	173742	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	99.73	377	WP_063860233.1	class C extended-spectrum beta-lactamase EC-14		
EC3899	Escherichia coli		NODE_8_length_226811_cov_35.177525	172612	173742	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	99.73	377	WP_063860248.1	class C extended-spectrum beta-lactamase EC-16		
EC3913	Escherichia coli		NODE_10_length_163673_cov_41.714001	69007	70137	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	99.73	377	WP_063860454.1	cephalosporin-hydrolyzing class C beta-lactamase EC-8		
EC3913	Escherichia coli		NODE_13_length_104096_cov_35.278073	74754	75101	+	aap	dispersin Aap	plus	VIRULENCE	VIRULENCE			BLASTX	116	116	100.0	95.69	116	CBG27807.1	dispersin Aap		
EC3913	Escherichia coli		NODE_13_length_104096_cov_35.278073	75656	75769	-	astA	heat-stable enterotoxin EAST1	plus	VIRULENCE	VIRULENCE			BLASTX	38	38	100.0	97.37	38	AAM88299.1	heat-stable enterotoxin EAST1		
EC3913	Escherichia coli		NODE_1_length_624291_cov_38.544351	5656	8757	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.42	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
EC3913	Escherichia coli		NODE_20_length_64449_cov_37.420960	6776	7066	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	97	97	100.0	100.0	97	CAR12622.1	increased serum survival lipoprotein Iss		
EC3913	Escherichia coli		NODE_20_length_64449_cov_37.420960	16611	16940	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	97.27	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
EC3913	Escherichia coli		NODE_28_length_35701_cov_35.967055	19640	19753	+	astA	heat-stable enterotoxin EAST1	plus	VIRULENCE	VIRULENCE			BLASTX	38	38	100.0	94.74	38	AAM88299.1	heat-stable enterotoxin EAST1		
EC3913	Escherichia coli		NODE_34_length_15215_cov_30.849019	197	1099	+	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.0	100.0	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase		
EC3913	Escherichia coli		NODE_34_length_15215_cov_30.849019	6416	7252	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
EC3913	Escherichia coli		NODE_34_length_15215_cov_30.849019	8829	9965	+	blaDHA-1	class C beta-lactamase DHA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	379	379	100.0	100.0	379	WP_004236386.1	class C beta-lactamase DHA-1		
EC3913	Escherichia coli		NODE_34_length_15215_cov_30.849019	14092	14733	+	qnrB4	quinolone resistance pentapeptide repeat protein QnrB4	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	214	214	100.0	100.0	214	WP_017900990.1	quinolone resistance pentapeptide repeat protein QnrB4		
EC3913	Escherichia coli		NODE_3_length_414306_cov_34.793884	130867	131130	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	97.73	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
EC3913	Escherichia coli		NODE_5_length_388377_cov_40.151158	202809	204227	+	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE			BLASTX	473	473	100.0	90.49	473	ADD54679.1	type III secretion system effector EspX1		
EC3913	Escherichia coli		NODE_5_length_388377_cov_40.151158	301962	303191	+	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	410	410	100.0	97.8	410	AAC77293.1	multidrug efflux MFS transporter MdtM		
EC3913	Escherichia coli		NODE_61_length_2027_cov_33.750526	591	1061	-	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_001389366.1	trimethoprim-resistant dihydrofolate reductase DfrA17		
EC3913	Escherichia coli		NODE_7_length_257782_cov_37.754129	63246	67487	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1414	1416	99.93	90.88	1415	ABE05822.1	intimin-like adhesin FdeC		
EC3913	Escherichia coli		NODE_8_length_206403_cov_39.967646	87696	88883	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	99.49	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
EC3913	Escherichia coli		NODE_8_length_206403_cov_39.967646	99065	100453	+	uhpT_E350Q	Escherichia fosfomycin resistant UhpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	463	463	100.0	99.78	463	WP_000879194.1	hexose phosphate transporter UhpT		
EC3913	Escherichia coli		NODE_8_length_206403_cov_39.967646	119695	121389	-	eilA	HilA family transcriptional regulator EilA	plus	VIRULENCE	VIRULENCE			BLASTX	565	565	100.0	99.29	565	ACB16655.1	HilA family transcriptional regulator EilA		
EC3913	Escherichia coli		NODE_8_length_206403_cov_39.967646	119695	121389	-	eilA	HilA family transcriptional regulator EilA	plus	VIRULENCE	VIRULENCE			BLASTX	565	565	100.0	99.29	565	CBG36837.1	HilA family transcriptional regulator EilA		
EC3913	Escherichia coli		NODE_9_length_198389_cov_44.241478	168916	169275	+	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.0	90.0	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD		
MR160644B	Escherichia coli		NODE_13_length_134873_cov_30.075943	1202	2332	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	98.14	377	WP_063860454.1	cephalosporin-hydrolyzing class C beta-lactamase EC-8		
MR160644B	Escherichia coli		NODE_14_length_113461_cov_29.139040	2638	4332	+	eilA	HilA family transcriptional regulator EilA	plus	VIRULENCE	VIRULENCE			BLASTX	565	565	100.0	99.47	565	AEQ14997.1	HilA family transcriptional regulator EilA		
MR160644B	Escherichia coli		NODE_14_length_113461_cov_29.139040	4390	15807	-	air	inverse autotransporter adhesin EaeX/Air	plus	VIRULENCE	VIRULENCE			BLASTX	3806	3806	100.0	90.46	3806	CBG36838.1	inverse autotransporter adhesin EaeX/Air		
MR160644B	Escherichia coli		NODE_14_length_113461_cov_29.139040	33677	34864	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	99.75	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
MR160644B	Escherichia coli		NODE_16_length_95852_cov_25.078820	31992	32255	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	98.86	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
MR160644B	Escherichia coli		NODE_19_length_90399_cov_30.289093	42471	45014	+	cyaA_S352T	Escherichia fosmidomycin resistant CyaA	core	AMR	POINT	FOSMIDOMYCIN	FOSMIDOMYCIN	POINTX	848	848	100.0	99.29	848	WP_000281668.1	adenylate cyclase CyaA		
MR160644B	Escherichia coli		NODE_1_length_391434_cov_25.524299	370445	370774	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
MR160644B	Escherichia coli		NODE_21_length_86394_cov_27.492425	62133	66380	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1416	1416	100.0	94.77	1416	ABE05822.1	intimin-like adhesin FdeC		
MR160644B	Escherichia coli		NODE_28_length_65086_cov_24.373312	49601	51400	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.5	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP		
MR160644B	Escherichia coli		NODE_28_length_65086_cov_24.373312	51390	53189	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.5	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ		
MR160644B	Escherichia coli		NODE_2_length_324288_cov_27.132135	142215	144839	-	gyrA_D87N	Escherichia quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	875	878	99.66	98.74	875	WP_001281243.1	DNA gyrase subunit A GyrA		
MR160644B	Escherichia coli		NODE_2_length_324288_cov_27.132135	142215	144839	-	gyrA_S83L	Escherichia quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	875	878	99.66	98.74	875	WP_001281243.1	DNA gyrase subunit A GyrA		
MR160644B	Escherichia coli		NODE_30_length_60809_cov_37.691968	59590	60447	-	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1		
MR160644B	Escherichia coli		NODE_3_length_228913_cov_29.287172	202090	203508	+	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE			BLASTX	473	473	100.0	90.7	473	ADD54679.1	type III secretion system effector EspX1		
MR160644B	Escherichia coli		NODE_4_length_195565_cov_27.930459	74657	76546	+	parE_S458A	Escherichia quinolone resistant ParE	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	630	630	100.0	99.68	630	WP_033554192.1	DNA topoisomerase IV subunit B ParE		
MR160644B	Escherichia coli		NODE_4_length_195565_cov_27.930459	84080	86335	+	parC_S80I	Escherichia quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	752	752	100.0	99.87	752	WP_001281881.1	DNA topoisomerase IV subunit A ParC		
MR160644B	Escherichia coli		NODE_56_length_16893_cov_26.976560	2202	3923	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	98.61	576	EGI25746.1	aerobactin synthase IucA		
MR160644B	Escherichia coli		NODE_56_length_16893_cov_26.976560	3927	4871	+	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	99.37	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
MR160644B	Escherichia coli		NODE_56_length_16893_cov_26.976560	4874	6613	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	99.14	580	AAN82073.1	NIS family aerobactin synthetase IucC		
MR160644B	Escherichia coli		NODE_56_length_16893_cov_26.976560	6613	7887	+	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.41	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
MR160644B	Escherichia coli		NODE_56_length_16893_cov_26.976560	11117	15001	+	sat	serine protease autotransporter toxin Sat	plus	VIRULENCE	VIRULENCE			EXACTX	1295	1295	100.0	100.0	1295	CAE55775.1	serine protease autotransporter toxin Sat		
MR160644B	Escherichia coli		NODE_71_length_9320_cov_26.616665	5974	8061	-	iha	bifunctional siderophore receptor/adhesin Iha	plus	VIRULENCE	VIRULENCE			BLASTX	696	696	100.0	99.86	696	ADN47767.1	bifunctional siderophore receptor/adhesin Iha		
MR160644B	Escherichia coli		NODE_71_length_9320_cov_26.616665	5974	8061	-	iha	bifunctional siderophore receptor/adhesin Iha	plus	VIRULENCE	VIRULENCE			BLASTX	696	696	100.0	99.86	696	CAE55782.1	bifunctional siderophore receptor/adhesin Iha		
MR160644B	Escherichia coli		NODE_78_length_6209_cov_31.585169	5112	6014	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.0	100.0	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase		
MR160644B	Escherichia coli		NODE_89_length_4250_cov_32.836527	1029	1499	+	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_001389366.1	trimethoprim-resistant dihydrofolate reductase DfrA17		
MR160644B	Escherichia coli		NODE_89_length_4250_cov_32.836527	1633	2418	+	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	262	262	100.0	100.0	262	WP_000503573.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5		
MR160644B	Escherichia coli		NODE_89_length_4250_cov_32.836527	2627	2971	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
MR160644B	Escherichia coli		NODE_89_length_4250_cov_32.836527	2968	3804	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
MR160644B	Escherichia coli		NODE_92_length_3344_cov_49.913584	2241	3098	+	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.0	100.0	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId		
MR160644B	Escherichia coli		NODE_9_length_162655_cov_32.727881	152132	155233	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.42	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
MRR160054	Escherichia coli		NODE_101_length_3048_cov_42.067785	905	2101	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)		
MRR160054	Escherichia coli		NODE_103_length_2231_cov_24.391009	26	820	+	blaOXA-48	carbapenem-hydrolyzing class D beta-lactamase OXA-48	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	265	265	100.0	100.0	265	WP_015059991.1	carbapenem-hydrolyzing class D beta-lactamase OXA-48		
MRR160054	Escherichia coli		NODE_11_length_109515_cov_27.235044	5358	6011	-	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1		
MRR160054	Escherichia coli		NODE_11_length_109515_cov_27.235044	10655	11527	-	blaCTX-M-15	class A extended-spectrum beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_000239590.1	class A extended-spectrum beta-lactamase CTX-M-15		
MRR160054	Escherichia coli		NODE_29_length_49762_cov_30.975904	41006	44107	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.71	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
MRR160054	Escherichia coli		NODE_34_length_40923_cov_25.021522	38433	38762	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
MRR160054	Escherichia coli		NODE_39_length_34737_cov_24.645623	13567	13830	-	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			EXACTX	88	88	100.0	100.0	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
MRR160054	Escherichia coli		NODE_3_length_209160_cov_30.180340	5373	6791	-	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE			BLASTX	473	473	100.0	92.18	473	ADD54679.1	type III secretion system effector EspX1		
MRR160054	Escherichia coli		NODE_52_length_22501_cov_26.476535	2309	6556	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			INTERNAL_STOP	1416	1416	100.0	94.0	1416	ABE05822.1	intimin-like adhesin FdeC		
MRR160054	Escherichia coli		NODE_59_length_18403_cov_25.865124	10160	10654	-	psi-GI	heat resistance protein PsiE-GI	plus	STRESS	HEAT			BLASTX	165	165	100.0	95.15	165	APX31178.1	heat resistance protein PsiE-GI		
MRR160054	Escherichia coli		NODE_59_length_18403_cov_25.865124	10660	12366	-	kefB-GI	heat resistance system K+/H+ antiporter KefB-GI	plus	STRESS	HEAT			BLASTX	569	571	99.65	98.95	569	APX31177.1	heat resistance system K+/H+ antiporter KefB-GI		
MRR160054	Escherichia coli		NODE_59_length_18403_cov_25.865124	12373	12810	-	trxLHR	heat resistance system thioredoxin Trx-GI	plus	STRESS	HEAT			BLASTX	146	146	100.0	99.32	146	APX31176.1	heat resistance system thioredoxin Trx-GI		
MRR160054	Escherichia coli		NODE_59_length_18403_cov_25.865124	17139	17705	-	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT			BLASTX	189	189	100.0	98.94	189	CDY80020.1	small heat shock protein sHSP20		
MRR160054	Escherichia coli		NODE_5_length_166830_cov_29.812961	24828	25958	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	98.41	377	WP_063610930.1	class C extended-spectrum beta-lactamase EC-15		
MRR160054	Escherichia coli		NODE_67_length_15765_cov_28.608582	14834	15172	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ97644.1	increased serum survival lipoprotein Iss		
MRR160054	Escherichia coli		NODE_74_length_13117_cov_27.095304	11505	12734	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	410	410	100.0	97.07	410	AAC77293.1	multidrug efflux MFS transporter MdtM		
MRR160054	Escherichia coli		NODE_79_length_10220_cov_21.801248	197	1099	+	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.0	100.0	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase		
MRR160054	Escherichia coli		NODE_79_length_10220_cov_21.801248	6416	7252	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
MRR160054	Escherichia coli		NODE_79_length_10220_cov_21.801248	7249	7593	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
MRR160054	Escherichia coli		NODE_79_length_10220_cov_21.801248	7802	8587	-	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	262	262	100.0	100.0	262	WP_000503573.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5		
MRR160054	Escherichia coli		NODE_79_length_10220_cov_21.801248	8721	9191	-	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_001389366.1	trimethoprim-resistant dihydrofolate reductase DfrA17		
MRR160054	Escherichia coli		NODE_96_length_3629_cov_25.605368	2476	3210	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	245	245	100.0	99.59	245	WP_002321849.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)		
MRR160054	Escherichia coli		NODE_96_length_3629_cov_25.605368	2476	3210	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	245	245	100.0	99.59	245	WP_063844619.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)		
MRR160054	Escherichia coli		NODE_98_length_3356_cov_19.728089	237	1070	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480972.1	aminoglycoside O-phosphotransferase APH(6)-Id		
MRR160054	Escherichia coli		NODE_98_length_3356_cov_19.728089	1073	1897	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
MRR160054	Escherichia coli		NODE_98_length_3356_cov_19.728089	1937	2749	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
MRR160067	Escherichia coli		NODE_12_length_188931_cov_41.599749	5524	8625	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.42	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
MRR160067	Escherichia coli		NODE_15_length_144168_cov_37.748259	47746	51993	-	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1416	1416	100.0	99.51	1416	ABE05822.1	intimin-like adhesin FdeC		
MRR160067	Escherichia coli		NODE_16_length_134739_cov_39.013387	57673	57936	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	97.73	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
MRR160067	Escherichia coli		NODE_1_length_364989_cov_40.165608	239768	240898	-	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	377	377	100.0	100.0	377	WP_001443153.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5		
MRR160067	Escherichia coli		NODE_35_length_16892_cov_36.767909	1893	5777	-	sat	serine protease autotransporter toxin Sat	plus	VIRULENCE	VIRULENCE			EXACTX	1295	1295	100.0	100.0	1295	CAE55775.1	serine protease autotransporter toxin Sat		
